Final_Score,Text_Fidelity (Src-Tgt),Visual_Grounding (Tgt-Img),Image_Relevance (Src-Img),Fusion_Weight,Lambda_Weight,Final_Score_sqrt
0.7004,0.7535,0.4856,0.4973,0.2473,0.17439986647132721,0.7137165109503533
0.5934,0.6295,0.3739,0.4056,0.1645,0.10477191111174082,0.6052599734290742
0.5769,0.6059,0.455,0.4879,0.2381,0.16627503398840732,0.5843862901994521
0.7021,0.7564,0.3316,0.3829,0.1466,0.09072216712306042,0.7210667338800606
0.7035,0.7579,0.4428,0.457,0.2088,0.1411856313300224,0.7189163401897719
0.4734,0.4761,0.4644,0.5508,0.3034,0.2251566762277475,0.47394979899878953
0.4657,0.4761,0.2579,0.223,0.0497,0.023483463912783397,0.4710934786379646
0.447,0.4872,0.3057,0.5334,0.2845,0.20779377279100397,0.4559739988305989
0.4591,0.4872,0.3027,0.4235,0.1794,0.11671684423062709,0.46791645657374603
0.6117,0.6642,0.3803,0.4764,0.2269,0.1566496330997273,0.6257503004848332
0.6219,0.6642,0.4957,0.5791,0.3353,0.2552019052372965,0.6299413513690014
0.4965,0.5178,0.3749,0.4176,0.1744,0.11269411179319591,0.5033270299316182
0.528,0.552,0.4157,0.4623,0.2138,0.14531476154954043,0.5347065862903876
0.4795,0.522,0.2828,0.4649,0.2161,0.14736653272576164,0.49127740733010605
0.4589,0.5079,0.255,0.4904,0.2405,0.16841321002856852,0.4714473987706938
0.6599,0.7358,0.4123,0.5536,0.3064,0.22802906349169408,0.675730247391851
0.6889,0.7358,0.3913,0.3969,0.1576,0.09924365429999998,0.7046973060953244
0.5203,0.5465,0.4088,0.4856,0.2358,0.164322371928628,0.5270662150276375
0.5153,0.5465,0.3277,0.4077,0.1662,0.10613332704893427,0.5255061727728059
0.6914,0.7681,0.4077,0.5198,0.2702,0.19480077839057053,0.7093402454018055
0.7065,0.7681,0.2967,0.3877,0.1503,0.09359216691901961,0.727756489118861
0.6124,0.6403,0.4481,0.4117,0.1695,0.10875573491907913,0.6214474686505477
0.5893,0.6403,0.279,0.4053,0.1643,0.1045782835271174,0.6060931588898381
0.548,0.5874,0.3496,0.4459,0.1988,0.13276808184617517,0.5595282313926393
0.5575,0.5997,0.3535,0.4549,0.2069,0.13956928127861798,0.5695465397275005
0.5298,0.5524,0.3563,0.3607,0.1301,0.07813855142860245,0.5381875688473945
0.5841,0.6151,0.4135,0.4264,0.1818,0.11872522192343453,0.5937051085014311
0.5425,0.5755,0.4593,0.6292,0.3959,0.3140304668817373,0.5477302175091485
0.5494,0.5755,0.4779,0.6044,0.3653,0.2839952911378602,0.553912739823608
0.4899,0.5102,0.3625,0.3991,0.1593,0.10062463532809254,0.4966965237366971
0.4849,0.5102,0.2672,0.3408,0.1162,0.06780300862180562,0.494770064925773
0.5844,0.6249,0.4282,0.5088,0.2589,0.1846578423061344,0.5942395035389211
0.5625,0.6249,0.3518,0.5438,0.2957,0.21807104670756053,0.5760069547077633
0.6401,0.6711,0.358,0.3316,0.11,0.06331932910705802,0.6524552886694269
0.6029,0.6475,0.2992,0.3835,0.1471,0.09107798645745288,0.6184255772026632
0.4391,0.4614,0.3184,0.4296,0.1845,0.12096526515045146,0.44596862718739744
0.4516,0.4614,0.3782,0.3644,0.1328,0.08015782429913154,0.4552257809815755
0.5738,0.6206,0.4708,0.6747,0.4552,0.3739183472098334,0.5798312246751892
0.4676,0.4809,0.4109,0.4847,0.2349,0.16356205157190007,0.47106009193960424
0.602,0.6445,0.4429,0.5166,0.2668,0.19181651866765018,0.6120535541270831
0.6066,0.6445,0.3167,0.3613,0.1306,0.07846390239375489,0.6206508316156119
0.5992,0.6332,0.3295,0.3548,0.1259,0.07498234663386336,0.6120162673145177
0.593,0.6332,0.3128,0.3786,0.1434,0.08819653517093322,0.6072321082125774
0.4936,0.5237,0.3651,0.4842,0.2344,0.16314056526709095,0.5014549726800053
0.3838,0.3898,0.3572,0.4761,0.2267,0.15640313490000002,0.3853908609689293
0.6353,0.6836,0.4209,0.4747,0.2254,0.15525588790678918,0.6482955084323239
0.5636,0.6023,0.3816,0.4616,0.213,0.14476530856465497,0.5743906081262377
0.6845,0.7055,0.6228,0.5835,0.3404,0.26007712219110407,0.6884309034927925
0.6756,0.7103,0.4069,0.3592,0.129,0.07732871973325922,0.6885224931561466
0.4154,0.4232,0.3733,0.4306,0.1855,0.12167043582918044,0.4177872204937024
0.3476,0.3396,0.387,0.4517,0.204,0.13712771093083784,0.3453160277035207
0.55,0.5808,0.3158,0.3623,0.1313,0.07900795758192806,0.5613959644578236
0.5113,0.5345,0.2697,0.3099,0.0961,0.05346307579198147,0.5210614440647826
0.5681,0.6068,0.2408,0.3436,0.1181,0.06920426936884301,0.5831106421152356
0.4977,0.5497,0.2877,0.4978,0.2478,0.17483856393402591,0.5107093631951231
0.666,0.7186,0.3488,0.407,0.1657,0.10567834981114625,0.6832553142992835
0.686,0.7186,0.2715,0.2805,0.0787,0.04167083126225744,0.700714283996242
0.4601,0.4858,0.3489,0.4808,0.2312,0.16029174155093384,0.46688756734837145
0.4525,0.4858,0.2557,0.4113,0.1692,0.10849176479768277,0.46327934998461345
0.5924,0.628,0.3024,0.3503,0.1227,0.07262737428538345,0.6059536923686332
0.5961,0.628,0.3217,0.3411,0.1164,0.06795232151682959,0.6085105568280027
0.5095,0.5242,0.3824,0.3397,0.1154,0.06725721301393456,0.5152639415793282
0.5364,0.561,0.3233,0.3397,0.1154,0.06725721301393456,0.5460204436770544
0.5762,0.5956,0.3391,0.286,0.0818,0.04374365652498656,0.5848499965594853
0.5774,0.5956,0.4441,0.3689,0.1361,0.08265547729502247,0.5840337122262731
0.54,0.5483,0.5187,0.6249,0.3905,0.30869266610249924,0.5413179918071626
0.4909,0.5273,0.2607,0.3975,0.158,0.09961915015712264,0.5031475782928171
0.4103,0.4243,0.37,0.589,0.3469,0.26624915429339674,0.4128825557876096
0.3968,0.4243,0.319,0.5942,0.3531,0.2721645887788953,0.40177230865313873
0.5582,0.5778,0.3372,0.2976,0.0886,0.048315037080465674,0.5667111598037033
0.5598,0.5778,0.3777,0.3142,0.0987,0.05533697972050689,0.5673076834652321
0.5066,0.502,0.516,0.6987,0.4881,0.4080626617870013,0.5060572606745837
0.4954,0.502,0.4651,0.4675,0.2186,0.14943558842716892,0.49720271229768703
